game type,"['Game Type and Game Genre', 'By Lindsay Grace Game Type Although sometimes used interchangeably in the industry, there is a distinct difference between game type and game genre in video games.', 'When discussing game story, we distinguish game type as a description of game play, and game genre as a description of the narrative content of the game.', 'The following is brief list of game types:', 'Multiple Game Types and Game Genres Combined: It is important to realize that few modern games fall neatly into a single category of game type and game genre.']",5,2.5
game genre,"['Game Type and Game Genre', 'By Lindsay Grace Game Type Although sometimes used interchangeably in the industry, there is a distinct difference between game type and game genre in video games.', 'When discussing game story, we distinguish game type as a description of game play, and game genre as a description of the narrative content of the game.', 'The following is a list of game genres.', 'Multiple Game Types and Game Genres Combined: It is important to realize that few modern games fall neatly into a single category of game type and game genre.']",5,2.5
lindsay grace game type,"['By Lindsay Grace Game Type Although sometimes used interchangeably in the industry, there is a distinct difference between game type and game genre in video games.']",1,0.5
the industry,"['By Lindsay Grace Game Type Although sometimes used interchangeably in the industry, there is a distinct difference between game type and game genre in video games.']",1,0.5
a distinct difference,"['By Lindsay Grace Game Type Although sometimes used interchangeably in the industry, there is a distinct difference between game type and game genre in video games.']",1,0.5,hello
video game,"['By Lindsay Grace Game Type Although sometimes used interchangeably in the industry, there is a distinct difference between game type and game genre in video games.']",1,0.5
game story,"['When discussing game story, we distinguish game type as a description of game play, and game genre as a description of the narrative content of the game.']",1,0.5
we,"['When discussing game story, we distinguish game type as a description of game play, and game genre as a description of the narrative content of the game.']",1,0.5
a description,"['When discussing game story, we distinguish game type as a description of game play, and game genre as a description of the narrative content of the game.']",2,1.0,hello
game play,"['When discussing game story, we distinguish game type as a description of game play, and game genre as a description of the narrative content of the game.', 'Characters tend to be rich, game play is long, and character management is technical in RPGs.']",2,1.0
the narrative content,"['When discussing game story, we distinguish game type as a description of game play, and game genre as a description of the narrative content of the game.']",1,0.5
the game,"['When discussing game story, we distinguish game type as a description of game play, and game genre as a description of the narrative content of the game.']",1,0.5
brief list,['The following is brief list of game types:'],1,0.5
action,['Action: Games that offer intensity of action as the primary attraction.'],2,1.0, 
game,"['Action: Games that offer intensity of action as the primary attraction.', 'Games that offer exploration and puzzle solving as the main attraction.', 'Puzzle: Games that offer puzzles as the primary attraction to games.', ""Lindsay Grace Role Playing: Games that offer the player an opportunity to immerse themselves in the player character's situation."", 'Games such as Command and Conquer are examples of story based strategy games.', 'This is also true of spaceship simulations or games that simulate the experience of piloting, organizing, or being an object that may have no real world equivalent.']",7,3.5
intensity,['Action: Games that offer intensity of action as the primary attraction.'],1,0.5
the primary attraction,"['Action: Games that offer intensity of action as the primary attraction.', 'Puzzle: Games that offer puzzles as the primary attraction to games.']",2,1.0
reflex response,['Reflex response is the primary skill needed to play these games well.'],1,0.5
the primary skill,['Reflex response is the primary skill needed to play these games well.'],1,0.5
these game,"['Reflex response is the primary skill needed to play these games well.', 'These games historically offered the most engrossing story, although their popularity has declined in the last 2 decades.', 'These games are most commonly released on low budgets via the web.', 'The people who play these games tend be the oldest population of the game playing community.']",4,2.0
the most common action game,['The most common action games are shooters (Doom) and stealth (Metal Gear).'],1,0.5
shooter,['The most common action games are shooters (Doom) and stealth (Metal Gear).'],1,0.5
doom,['The most common action games are shooters (Doom) and stealth (Metal Gear).'],1,0.5, 
stealth,['The most common action games are shooters (Doom) and stealth (Metal Gear).'],1,0.5
metal gear,['The most common action games are shooters (Doom) and stealth (Metal Gear).'],1,0.5
action game,"['Action games also include most sports titles, although some sports titles fall into the category of simulation.']",1,0.5, 
most sport title,"['Action games also include most sports titles, although some sports titles fall into the category of simulation.']",1,0.5
some sport title,"['Action games also include most sports titles, although some sports titles fall into the category of simulation.']",1,0.5
the category,"['Action games also include most sports titles, although some sports titles fall into the category of simulation.']",1,0.5
simulation,"['Action games also include most sports titles, although some sports titles fall into the category of simulation.', 'Simulation: The primary game play element of a simulation is its ability to match real world situations.', 'Simulations seek to provide enjoyment through reenactment.', 'Simulations may also include social situation simulation such as Sims and Leisure Suit Larry1.']",4,2.0
adventure,['Adventure:'],1,0.5, 
exploration,['Games that offer exploration and puzzle solving as the main attraction.'],1,0.5
puzzle,"['Games that offer exploration and puzzle solving as the main attraction.', 'Puzzle: Games that offer puzzles as the primary attraction to games.']",3,1.5
the main attraction,['Games that offer exploration and puzzle solving as the main attraction.'],1,0.5
the most engrossing story,"['These games historically offered the most engrossing story, although their popularity has declined in the last 2 decades.']",1,0.5
their popularity,"['These games historically offered the most engrossing story, although their popularity has declined in the last 2 decades.']",1,0.5
the last 2 decade,"['These games historically offered the most engrossing story, although their popularity has declined in the last 2 decades.']",1,0.5
reasoning,"['Reasoning, creativity, and curiosity are the most common skills required of a good adventure game player.', 'Strategy games entertain through reasoning and problem solving.']",2,1.0
creativity,"['Reasoning, creativity, and curiosity are the most common skills required of a good adventure game player.']",1,0.5, 
curiosity,"['Reasoning, creativity, and curiosity are the most common skills required of a good adventure game player.']",1,0.5, 
the most common skill,"['Reasoning, creativity, and curiosity are the most common skills required of a good adventure game player.']",1,0.5
a good adventure game player,"['Reasoning, creativity, and curiosity are the most common skills required of a good adventure game player.']",1,0.5, 
pioneer adventure game,['Pioneer adventure games include Myst and Syberia.'],1,0.5
myst,['Pioneer adventure games include Myst and Syberia.'],1,0.5
syberia,['Pioneer adventure games include Myst and Syberia.'],1,0.5
low budget,['These games are most commonly released on low budgets via the web.'],1,0.5
the web,['These games are most commonly released on low budgets via the web.'],1,0.5
the people,['The people who play these games tend be the oldest population of the game playing community.'],1,0.5
who,['The people who play these games tend be the oldest population of the game playing community.'],1,0.5
the old population,['The people who play these games tend be the oldest population of the game playing community.'],1,0.5
the game play community,['The people who play these games tend be the oldest population of the game playing community.'],1,0.5
the most successful puzzle game,"['One of the most successful puzzle games is the famed Tetris, Lemmings and Minesweeper.']",1,0.5
the famed tetris,"['One of the most successful puzzle games is the famed Tetris, Lemmings and Minesweeper.']",1,0.5
lemming,"['One of the most successful puzzle games is the famed Tetris, Lemmings and Minesweeper.']",1,0.5
intelligent cube,['Intelligent Cube was another interesting puzzle game of limited success.'],1,0.5
another interesting puzzle game,['Intelligent Cube was another interesting puzzle game of limited success.'],1,0.5, 
limited success,['Intelligent Cube was another interesting puzzle game of limited success.'],1,0.5
grace role playing,"[""Lindsay Grace Role Playing: Games that offer the player an opportunity to immerse themselves in the player character's situation.""]",1,0.5
the player,"[""Lindsay Grace Role Playing: Games that offer the player an opportunity to immerse themselves in the player character's situation.""]",1,0.5
an opportunity,"[""Lindsay Grace Role Playing: Games that offer the player an opportunity to immerse themselves in the player character's situation.""]",1,0.5, 
themselves,"[""Lindsay Grace Role Playing: Games that offer the player an opportunity to immerse themselves in the player character's situation.""]",1,0.5
the player character's situation,"[""Lindsay Grace Role Playing: Games that offer the player an opportunity to immerse themselves in the player character's situation.""]",1,0.5
role playing game,['Role Playing Games (RPG) continue their rich history in storytelling by embracing innovative ways to vary and report story.'],1,0.5
rpg,['Role Playing Games (RPG) continue their rich history in storytelling by embracing innovative ways to vary and report story.'],1,0.5
their rich history,['Role Playing Games (RPG) continue their rich history in storytelling by embracing innovative ways to vary and report story.'],1,0.5
innovative way,['Role Playing Games (RPG) continue their rich history in storytelling by embracing innovative ways to vary and report story.'],1,0.5
story,['Role Playing Games (RPG) continue their rich history in storytelling by embracing innovative ways to vary and report story.'],1,0.5
character,"['Characters tend to be rich, game play is long, and character management is technical in RPGs.', 'A genre is a narrative style that effects the structure of the story, the depth of character, and other storytelling elements.']",2,1.0
character management,"['Characters tend to be rich, game play is long, and character management is technical in RPGs.']",1,0.5
rpgs,"['Characters tend to be rich, game play is long, and character management is technical in RPGs.']",1,0.5
famous rpgs,"[""Famous RPGs include, Baldour's Gate, Fable, Might and Magic, Neverwinter Nights, Ultima, and World of Warcraft.""]",1,0.5
baldour's gate,"[""Famous RPGs include, Baldour's Gate, Fable, Might and Magic, Neverwinter Nights, Ultima, and World of Warcraft.""]",1,0.5, 
magic,"[""Famous RPGs include, Baldour's Gate, Fable, Might and Magic, Neverwinter Nights, Ultima, and World of Warcraft.""]",1,0.5
neverwinter night,"[""Famous RPGs include, Baldour's Gate, Fable, Might and Magic, Neverwinter Nights, Ultima, and World of Warcraft.""]",1,0.5
world,"[""Famous RPGs include, Baldour's Gate, Fable, Might and Magic, Neverwinter Nights, Ultima, and World of Warcraft.""]",1,0.5
warcraft,"[""Famous RPGs include, Baldour's Gate, Fable, Might and Magic, Neverwinter Nights, Ultima, and World of Warcraft.""]",1,0.5
the primary game,['Simulation: The primary game play element of a simulation is its ability to match real world situations.'],1,0.5
element,['Simulation: The primary game play element of a simulation is its ability to match real world situations.'],1,0.5
a simulation,"['Simulation: The primary game play element of a simulation is its ability to match real world situations.', 'Larry does not ""match real world situations"" but it is still a simulation.']",2,1.0, 
its ability,['Simulation: The primary game play element of a simulation is its ability to match real world situations.'],1,0.5
real world situation,"['Simulation: The primary game play element of a simulation is its ability to match real world situations.', 'Larry does not ""match real world situations"" but it is still a simulation.']",2,1.0
enjoyment,['Simulations seek to provide enjoyment through reenactment.'],1,0.5
reenactment,['Simulations seek to provide enjoyment through reenactment.'],1,0.5
combat simulation,['Combat simulations and racecar simulations are relatively popular in this game type.'],1,0.5, 
racecar simulation,['Combat simulations and racecar simulations are relatively popular in this game type.'],1,0.5
this game type,['Combat simulations and racecar simulations are relatively popular in this game type.'],1,0.5
social situation simulation,['Simulations may also include social situation simulation such as Sims and Leisure Suit Larry1.'],1,0.5
sim,['Simulations may also include social situation simulation such as Sims and Leisure Suit Larry1.'],1,0.5
leisure suit larry1,['Simulations may also include social situation simulation such as Sims and Leisure Suit Larry1.'],1,0.5
major game,['Major games include Gran Tourismo and the Tycoon games.'],1,0.5
gran tourismo,['Major games include Gran Tourismo and the Tycoon games.'],1,0.5
the tycoon game,['Major games include Gran Tourismo and the Tycoon games.'],1,0.5
strategy,['Strategy:'],1,0.5
strategy game,['Strategy games entertain through reasoning and problem solving.'],1,0.5
early strategy game,"['Early strategy games (e.g. Civilization) did not use much storytelling, although more recent games rely heavily on quality narrative.']",1,0.5
e.g. civilization,"['Early strategy games (e.g. Civilization) did not use much storytelling, although more recent games rely heavily on quality narrative.']",1,0.5, 
much storytelling,"['Early strategy games (e.g. Civilization) did not use much storytelling, although more recent games rely heavily on quality narrative.']",1,0.5
more recent game,"['Early strategy games (e.g. Civilization) did not use much storytelling, although more recent games rely heavily on quality narrative.']",1,0.5
quality narrative,"['Early strategy games (e.g. Civilization) did not use much storytelling, although more recent games rely heavily on quality narrative.']",1,0.5
command,['Games such as Command and Conquer are examples of story based strategy games.'],1,0.5, 
conquer,['Games such as Command and Conquer are examples of story based strategy games.'],1,0.5, 
example,"['Games such as Command and Conquer are examples of story based strategy games.', 'There could be, for example, a game genre for romance or history, but these are not listed here.', 'The Grand Theft Auto series, for example, could be described as having a crime, fantasy genre and an action, role-playing game type.']",3,1.5
story base strategy game,['Games such as Command and Conquer are examples of story based strategy games.'],1,0.5
leisure suit,"['1 OK, so Leisure Suit']",1,0.5
larry,"['Larry does not ""match real world situations"" but it is still a simulation.']",1,0.5
it,"['Larry does not ""match real world situations"" but it is still a simulation.', 'Multiple Game Types and Game Genres Combined: It is important to realize that few modern games fall neatly into a single category of game type and game genre.']",2,1.0
spaceship simulation,"['This is also true of spaceship simulations or games that simulate the experience of piloting, organizing, or being an object that may have no real world equivalent.']",1,0.5
the experience,"['This is also true of spaceship simulations or games that simulate the experience of piloting, organizing, or being an object that may have no real world equivalent.']",1,0.5
an object,"['This is also true of spaceship simulations or games that simulate the experience of piloting, organizing, or being an object that may have no real world equivalent.']",1,0.5, 
grace game genre game genre,['Lindsay Grace Game Genre Game genre describes the way the story is told.'],1,0.5
the way,['Lindsay Grace Game Genre Game genre describes the way the story is told.'],1,0.5
the story,"['Lindsay Grace Game Genre Game genre describes the way the story is told.', 'A genre is a narrative style that effects the structure of the story, the depth of character, and other storytelling elements.']",2,1.0
a genre,"['A genre is a narrative style that effects the structure of the story, the depth of character, and other storytelling elements.']",1,0.5, 
a narrative style,"['A genre is a narrative style that effects the structure of the story, the depth of character, and other storytelling elements.']",1,0.5, 
the structure,"['A genre is a narrative style that effects the structure of the story, the depth of character, and other storytelling elements.']",1,0.5
the depth,"['A genre is a narrative style that effects the structure of the story, the depth of character, and other storytelling elements.']",1,0.5
other storytelle element,"['A genre is a narrative style that effects the structure of the story, the depth of character, and other storytelling elements.']",1,0.5
a list,['The following is a list of game genres.'],1,0.5, 
the genre,"[""The genre's roughly translate to the genres of film and television.""]",2,1.0
film,"[""The genre's roughly translate to the genres of film and television.""]",1,0.5
television,"[""The genre's roughly translate to the genres of film and television.""]",1,0.5
anyone,"['For anyone roughly familiar with pop culture they should not require an explanation: Genre Example Drama Max Payne Crime Grand Theft Auto Fantasy Kingdom Hearts, Fable Horror Resident Evil Mystery Indigo Prophecy Science Fiction Doom, Half Life War and Espionage Metal Gear Solid, Ghost Recon Western / Eastern / Frontier Red Dead Revolver, Ninja Gaiden']",1,0.5, 
pop culture,"['For anyone roughly familiar with pop culture they should not require an explanation: Genre Example Drama Max Payne Crime Grand Theft Auto Fantasy Kingdom Hearts, Fable Horror Resident Evil Mystery Indigo Prophecy Science Fiction Doom, Half Life War and Espionage Metal Gear Solid, Ghost Recon Western / Eastern / Frontier Red Dead Revolver, Ninja Gaiden']",1,0.5
they,"['For anyone roughly familiar with pop culture they should not require an explanation: Genre Example Drama Max Payne Crime Grand Theft Auto Fantasy Kingdom Hearts, Fable Horror Resident Evil Mystery Indigo Prophecy Science Fiction Doom, Half Life War and Espionage Metal Gear Solid, Ghost Recon Western / Eastern / Frontier Red Dead Revolver, Ninja Gaiden', 'Modern games take the best of all worlds and incorporate them into a thoroughly entertaining collection of game mechanics and storytelling conventions.', ['For instance, pilots should not try a very short approach with very tight turns as if they were flying a 737 or other smaller aircraft.']]",3,1.5
an explanation,"['For anyone roughly familiar with pop culture they should not require an explanation: Genre Example Drama Max Payne Crime Grand Theft Auto Fantasy Kingdom Hearts, Fable Horror Resident Evil Mystery Indigo Prophecy Science Fiction Doom, Half Life War and Espionage Metal Gear Solid, Ghost Recon Western / Eastern / Frontier Red Dead Revolver, Ninja Gaiden']",1,0.5, 
genre example drama max payne crime grand theft auto fantasy kingdom heart,"['For anyone roughly familiar with pop culture they should not require an explanation: Genre Example Drama Max Payne Crime Grand Theft Auto Fantasy Kingdom Hearts, Fable Horror Resident Evil Mystery Indigo Prophecy Science Fiction Doom, Half Life War and Espionage Metal Gear Solid, Ghost Recon Western / Eastern / Frontier Red Dead Revolver, Ninja Gaiden']",1,0.5
fable horror resident evil mystery indigo prophecy science fiction doom,"['For anyone roughly familiar with pop culture they should not require an explanation: Genre Example Drama Max Payne Crime Grand Theft Auto Fantasy Kingdom Hearts, Fable Horror Resident Evil Mystery Indigo Prophecy Science Fiction Doom, Half Life War and Espionage Metal Gear Solid, Ghost Recon Western / Eastern / Frontier Red Dead Revolver, Ninja Gaiden']",1,0.5
half life war,"['For anyone roughly familiar with pop culture they should not require an explanation: Genre Example Drama Max Payne Crime Grand Theft Auto Fantasy Kingdom Hearts, Fable Horror Resident Evil Mystery Indigo Prophecy Science Fiction Doom, Half Life War and Espionage Metal Gear Solid, Ghost Recon Western / Eastern / Frontier Red Dead Revolver, Ninja Gaiden']",1,0.5
"espionage metal gear solid, ghost recon western/eastern/frontier red","['For anyone roughly familiar with pop culture they should not require an explanation: Genre Example Drama Max Payne Crime Grand Theft Auto Fantasy Kingdom Hearts, Fable Horror Resident Evil Mystery Indigo Prophecy Science Fiction Doom, Half Life War and Espionage Metal Gear Solid, Ghost Recon Western / Eastern / Frontier Red Dead Revolver, Ninja Gaiden']",1,0.5
a comprehensive list,['This is not a comprehensive list.'],1,0.5,hello
a game genre,"['There could be, for example, a game genre for romance or history, but these are not listed here.']",1,0.5, 
romance,"['There could be, for example, a game genre for romance or history, but these are not listed here.']",1,0.5
history,"['There could be, for example, a game genre for romance or history, but these are not listed here.']",1,0.5
few modern game,['Multiple Game Types and Game Genres Combined: It is important to realize that few modern games fall neatly into a single category of game type and game genre.'],1,0.5
a single category,['Multiple Game Types and Game Genres Combined: It is important to realize that few modern games fall neatly into a single category of game type and game genre.'],1,0.5, 
modern game,['Modern games take the best of all worlds and incorporate them into a thoroughly entertaining collection of game mechanics and storytelling conventions.'],1,0.5
all world,['Modern games take the best of all worlds and incorporate them into a thoroughly entertaining collection of game mechanics and storytelling conventions.'],1,0.5, 
a thoroughly entertaining collection,['Modern games take the best of all worlds and incorporate them into a thoroughly entertaining collection of game mechanics and storytelling conventions.'],1,0.5
game mechanic,['Modern games take the best of all worlds and incorporate them into a thoroughly entertaining collection of game mechanics and storytelling conventions.'],1,0.5
convention,['Modern games take the best of all worlds and incorporate them into a thoroughly entertaining collection of game mechanics and storytelling conventions.'],1,0.5, 
the grand theft auto series,"['The Grand Theft Auto series, for example, could be described as having a crime, fantasy genre and an action, role-playing game type.']",1,0.5
"a crime, fantasy genre","['The Grand Theft Auto series, for example, could be described as having a crime, fantasy genre and an action, role-playing game type.']",1,0.5,hello
"an action, role-playing game type","['The Grand Theft Auto series, for example, could be described as having a crime, fantasy genre and an action, role-playing game type.']",1,0.5, 
grace,['Lindsay Grace'],1,0.5
the most technologically advanced commercial aircraft,"['While the 777 is one of the most technologically advanced commercial aircraft in the world, pilots should always remember that the 777 is still a very large aircraft.']",1,0.5
the world,"['While the 777 is one of the most technologically advanced commercial aircraft in the world, pilots should always remember that the 777 is still a very large aircraft.']",1,0.5
pilot,"['While the 777 is one of the most technologically advanced commercial aircraft in the world, pilots should always remember that the 777 is still a very large aircraft.', 'For instance, pilots should not try a very short approach with very tight turns as if they were flying a 737 or other smaller aircraft.']",2,1.0
a very large aircraft,"['While the 777 is one of the most technologically advanced commercial aircraft in the world, pilots should always remember that the 777 is still a very large aircraft.']",1,0.5, 
large aircraft rule,"['Therefore, large aircraft rules apply to the 777.']",1,0.5
instance,"['For instance, pilots should not try a very short approach with very tight turns as if they were flying a 737 or other smaller aircraft.']",1,0.5
a very short approach,"['For instance, pilots should not try a very short approach with very tight turns as if they were flying a 737 or other smaller aircraft.']",1,0.5, 
very tight turn,"['For instance, pilots should not try a very short approach with very tight turns as if they were flying a 737 or other smaller aircraft.']",1,0.5
a 737 or other small aircraft,"['For instance, pilots should not try a very short approach with very tight turns as if they were flying a 737 or other smaller aircraft.']",1,0.5, 
the 777's power,"[""The 777's power can offset some pilot errors, but the power can also cause problems during tight maneuvers.""]",1,0.5
some pilot error,"[""The 777's power can offset some pilot errors, but the power can also cause problems during tight maneuvers.""]",1,0.5
the power,"[""The 777's power can offset some pilot errors, but the power can also cause problems during tight maneuvers.""]",1,0.5
problem,"[""The 777's power can offset some pilot errors, but the power can also cause problems during tight maneuvers.""]",1,0.5
tight maneuver,"[""The 777's power can offset some pilot errors, but the power can also cause problems during tight maneuvers.""]",1,0.5
